MES;ANYO;IDSEC;ORDEN_VIAJE;ORDEN_REP;CCAADEST;PROVDEST;PAISDEST;DESTESP;MOTIV;TIPOVIAJ;NPERNOC;NPERNOC_CORR;VIAJA_SOLO;VIAJA_PAREJA;VIAJA_HIJOS;VIAJA_OTROSFAMILIARES;VIAJA_AMIGOS;VIAJA_COMPTRABAJO;ALOJAPRIN;NESTR_PPAL;TRANSPRIN;LOW_COST;AVE;PAQUETE;PAQ_TRANSP;PAQ_ALOJA;PAQ_COMBEB;PAQ_ACT;BLOQUE_ETAPAS;IMPU_PARCIAL;PAGO_ALOJA;PAGO_TRANS;PAGO_MANUT;GASTO_PAQ;GASTOFI_PAQ;IGASTOFI_PAQ;GASTO_ALOJA;GASTOFI_ALOJA;IGASTOFI_ALOJA;GASTO_TRANS;GASTOFI_TRANS;IGASTOFI_TRANS;GASTO_BAREST;GASTOFI_BAREST;IGASTOFI_BAREST;GASTO_ACT;GASTOFI_ACT;IGASTOFI_ACT;GASTO_BIENDUR;GASTOFI_BIENDUR;IGASTOFI_BIENDUR;GASTO_RESTO;GASTOFI_RESTO;IGASTOFI_RESTO;GASTOFI_TOTAL;IGASTOFI_TOTAL;ANT_TRANSP;RESERV_TRANSP;ANT_ALOJA;RESERV_ALOJA;PPAL_TRANSP_PAQ;PPAL_ALOJA_PAQ;ANT_PAQ;RESERV_PAQ;ACTI_GOLF;ACTI_DEPOR;ACTI_NAVEGA;ACTI_OTROSNAUTICOS;ACTI_CAZA;ACTI_SENDER;ACTI_AVENTURA;ACTI_CABALLO;ACTI_OTROSDEPORTES;ACTI_ESPECDEPOR;ACTI_VISITASCULTU;ACTI_ESPECULTU;ACTI_OTRASCULTU;ACTI_CIUDADES;ACTI_RURALES;ACTI_TEMATICOS;ACTI_RELAX;ACTI_JUEGOS;ACTI_GASTRO;ACTI_DIVER;ACTI_RELIGION;ACTI_CONGRESOS;ACTI_AREASNATU;ACTI_PLAYA;ACTI_FAMILIA;ACTI_COMPRAS;GRADO_SATISF;FIDELIDAD_DEST;MIEMV;MIEMV_15MAS;MIEMV_15MENOS;SEXO;EDAD;CCAA_RESIDENCIA;TAMAMU;URBA;PAISNAC;NACION;PAISNACIO;ECIVIL;CONV;NIVELEST;RELAECON;SITPROF;TIPHOGAR;MH;VIVSEC;INGR_HOG;CORR15_VT;FACTORVI_15MAS;FACTORVI_TOT;FACTORGAS_TOT
05;2019;03463;02;01;10;03;108;1;01;10;12;12;0;1;0;0;0;0;01;8;01;8;;6;;;;;6;6;;;;6;0;5;1;353,19;2;1;131,75;2;1;185,44;2;6;0;5;6;0;5;1;130,84;2;801,22;1;6;4;6;04;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;08;1;2;2;0;2;063;16;3;1;1;1;1;5;2;3;3;;3;2;1;5;1;5784,135331;5784,135331;5784,135331
05;2019;03463;03;01;06;39;108;1;15;02;2;2;0;1;0;0;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;13,11;2;1;22,77;2;6;0;5;6;0;5;1;25,83;2;61,71;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2;2;0;2;063;16;3;1;1;1;1;5;2;3;3;;3;2;1;5;1;5784,135331;5784,135331;5784,135331
05;2019;04525;01;03;10;46;108;1;07;02;1;1;0;1;0;0;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;6,5;1;6;0;5;6;0;5;6;0;5;1;23,88;1;30,38;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;07;1;2;2;0;1;073;10;1;1;1;1;1;2;1;2;3;;3;2;1;1;1;4782,601896;4782,601896;4782,601896
05;2019;04525;01;04;10;46;108;1;07;02;1;1;0;1;0;0;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;6,5;1;6;0;5;6;0;5;6;0;5;1;23,88;1;30,38;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;07;1;2;2;0;1;073;10;1;1;1;1;1;2;1;2;3;;3;2;1;1;1;4782,601896;4782,601896;4782,601896
05;2019;01743;01;01;01;41;108;1;08;10;5;5;0;1;0;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;75,2;1;1;46,79;1;6;0;5;6;0;5;1;77,56;1;199,55;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;;;2;2;0;2;048;07;5;3;1;1;1;2;1;3;4;;3;2;6;2;1;2158,468743;2158,468743;2158,468743
05;2019;14889;01;02;02;44;108;1;08;10;2;2;0;1;0;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;37,86;1;1;50,42;2;6;0;5;6;0;5;6;0;5;88,28;2;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;;;2;2;0;2;080;02;1;1;1;1;1;2;1;3;3;;3;2;6;2;1;956,574528;956,574528;956,574528
05;2019;13712;01;02;07;47;108;1;04;02;1;1;0;1;1;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;5,8;1;1;22,97;1;1;12,71;1;6;0;5;6;0;5;41,48;1;;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;08;1;3;2;1;1;036;07;1;1;1;1;1;2;1;3;1;3;4;3;6;2;1,812162;2039,154196;3695,277746;2867,217737
05;2019;13712;02;01;07;34;108;1;07;02;2;2;0;1;1;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;28,6;1;1;50,7;1;6;0;5;6;0;5;6;0;5;79,3;1;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;08;1;3;2;1;1;036;07;1;1;1;1;1;2;1;3;1;3;4;3;6;2;1,812162;2039,154196;3695,277746;2867,217737
05;2019;01075;01;01;10;12;108;1;01;02;2;2;0;0;0;1;0;0;01;3;05;;;6;;;;;6;6;;;;6;0;5;1;74,72;1;1;33,15;1;1;59,93;1;6;0;5;6;0;5;1;46,48;1;214,28;1;;;2;03;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;06;1;3;3;0;2;033;02;1;1;1;1;1;1;3;4;1;3;2;3;6;4;1;6339,80118;6339,80118;6339,80118
05;2019;05379;01;01;01;18;108;1;06;10;12;12;1;0;0;0;0;0;01;8;09;;;6;;;;;6;6;;;;6;0;5;1;631,19;1;1;57,17;1;6;0;5;6;0;5;6;0;5;1;93,71;1;782,07;1;1;4;2;10;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;10;1;1;1;0;2;068;18;2;1;1;1;1;3;3;3;3;;1;1;6;1;1;131,437511;131,437511;131,437511
