MES;ANYO;IDSEC;ORDEN_VIAJE;ORDEN_REP;CCAADEST;PROVDEST;PAISDEST;DESTESP;MOTIV;TIPOVIAJ;NPERNOC;NPERNOC_CORR;VIAJA_SOLO;VIAJA_PAREJA;VIAJA_HIJOS;VIAJA_OTROSFAMILIARES;VIAJA_AMIGOS;VIAJA_COMPTRABAJO;ALOJAPRIN;NESTR_PPAL;TRANSPRIN;LOW_COST;AVE;PAQUETE;PAQ_TRANSP;PAQ_ALOJA;PAQ_COMBEB;PAQ_ACT;BLOQUE_ETAPAS;IMPU_PARCIAL;PAGO_ALOJA;PAGO_TRANS;PAGO_MANUT;GASTO_PAQ;GASTOFI_PAQ;IGASTOFI_PAQ;GASTO_ALOJA;GASTOFI_ALOJA;IGASTOFI_ALOJA;GASTO_TRANS;GASTOFI_TRANS;IGASTOFI_TRANS;GASTO_BAREST;GASTOFI_BAREST;IGASTOFI_BAREST;GASTO_ACT;GASTOFI_ACT;IGASTOFI_ACT;GASTO_BIENDUR;GASTOFI_BIENDUR;IGASTOFI_BIENDUR;GASTO_RESTO;GASTOFI_RESTO;IGASTOFI_RESTO;GASTOFI_TOTAL;IGASTOFI_TOTAL;ANT_TRANSP;RESERV_TRANSP;ANT_ALOJA;RESERV_ALOJA;PPAL_TRANSP_PAQ;PPAL_ALOJA_PAQ;ANT_PAQ;RESERV_PAQ;ACTI_GOLF;ACTI_DEPOR;ACTI_NAVEGA;ACTI_OTROSNAUTICOS;ACTI_CAZA;ACTI_SENDER;ACTI_AVENTURA;ACTI_CABALLO;ACTI_OTROSDEPORTES;ACTI_ESPECDEPOR;ACTI_VISITASCULTU;ACTI_ESPECULTU;ACTI_OTRASCULTU;ACTI_CIUDADES;ACTI_RURALES;ACTI_TEMATICOS;ACTI_RELAX;ACTI_JUEGOS;ACTI_GASTRO;ACTI_DIVER;ACTI_RELIGION;ACTI_CONGRESOS;ACTI_AREASNATU;ACTI_PLAYA;ACTI_FAMILIA;ACTI_COMPRAS;GRADO_SATISF;FIDELIDAD_DEST;MIEMV;MIEMV_15MAS;MIEMV_15MENOS;SEXO;EDAD;CCAA_RESIDENCIA;TAMAMU;URBA;PAISNAC;NACION;PAISNACIO;ECIVIL;CONV;NIVELEST;RELAECON;SITPROF;TIPHOGAR;MH;VIVSEC;INGR_HOG;CORR15_VT;FACTORVI_15MAS;FACTORVI_TOT;FACTORGAS_TOT
07;2020;11808;01;01;04;07;108;1;01;10;4;4;0;0;0;1;1;0;02;;03;;;1;1;1;6;6;6;6;;;;1;289,9;1;6;0;5;1;13,59;1;1;112,71;1;6;0;5;6;0;5;1;94,95;1;511,15;1;;;;;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;08;1;2;2;0;2;023;10;1;1;1;1;1;1;3;4;1;4;4;5;6;5;1;8422,856996;8422,856996;8422,856996
07;2020;13254;01;01;02;22;108;1;08;07;6;6;0;1;1;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;21,42;1;6;0;5;6;0;5;6;0;5;1;74,58;1;96;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;3;2;1;2;037;02;1;1;1;1;1;2;1;4;4;;4;3;6;4;1,565766;1818,810704;2847,831961;2333,322704
07;2020;13254;02;01;02;22;108;1;08;07;6;6;0;1;1;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;39,5;1;6;0;5;6;0;5;6;0;5;1;91,96;1;131,46;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;;;3;2;1;2;037;02;1;1;1;1;1;2;1;4;4;;4;3;6;4;1,565766;1818,810704;2847,831961;2333,322704
07;2020;09911;01;01;10;03;108;1;07;07;13;13;0;0;0;1;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;133,38;1;6;0;5;6;0;5;1;1300;5;1;214,67;1;1648,05;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08;1;3;3;0;1;024;16;1;1;1;1;1;1;3;4;4;;4;3;1;1;1;2501,743943;2501,743943;2501,743943
07;2020;14936;01;01;10;03;108;1;08;07;14;14;0;0;0;1;0;0;11;;05;;;6;;;;;1;6;;;;6;0;5;1;77,88;1;1;55,8;1;1;75,1;1;1;24,11;1;6;0;5;1;84,38;1;317,27;1;;;;;;;;;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;;;2;1;1;1;016;08;5;2;1;1;1;1;3;2;4;;2;3;6;4;2,204963;884,328956;1949,912628;1417,120451
07;2020;14936;02;01;08;16;108;1;08;07;6;6;0;0;0;1;0;0;05;;05;;;6;;;;;6;6;;;;6;0;5;1;120,58;1;1;20,93;1;1;89,23;4;6;0;5;6;0;5;1;53,76;1;284,5;4;;;4;07;;;;;0;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;;;3;2;1;1;016;08;5;2;1;1;1;1;3;2;4;;2;3;6;4;1,602482;884,328956;1417,121234;1150,725116
07;2020;07319;01;01;10;46;108;1;01;10;4;4;0;0;0;1;0;0;03;;05;;;6;;;;;6;6;;;;6;0;5;1;94,65;1;1;37,16;1;1;58,98;1;6;0;5;6;0;5;1;41,96;1;232,75;1;;;2;05;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;09;6;3;3;0;1;022;08;5;2;2;3;2;1;3;2;4;;2;3;6;3;1;2945,911205;2945,911205;2945,911205
07;2020;00760;02;01;07;42;108;1;08;02;2;2;0;1;1;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;22,76;1;1;39,95;1;6;0;5;6;0;5;6;0;5;62,71;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;3;3;0;1;054;17;1;1;1;1;1;2;1;3;1;3;4;4;6;4;1;549,138254;549,138254;549,138254
07;2020;00760;02;02;07;42;108;1;08;02;2;2;0;1;1;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;22,76;1;1;39,95;1;6;0;5;6;0;5;6;0;5;62,71;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;3;3;0;1;054;17;1;1;1;1;1;2;1;3;1;3;4;4;6;4;1;549,138254;549,138254;549,138254
07;2020;14830;01;01;17;26;108;1;08;10;2;2;0;0;1;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;11,45;1;6;0;5;6;0;5;6;0;5;1;40,31;1;51,76;1;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;1;0;1;050;17;1;1;1;1;1;5;3;4;1;3;1;1;6;2;1;101,36429;101,36429;101,36429
07;2020;02390;01;01;05;35;108;1;07;02;2;2;0;1;1;0;0;0;12;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;10,59;1;6;0;5;6;0;5;6;0;5;1;41,7;1;52,29;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06;1;5;2;3;2;047;05;1;1;1;1;1;2;1;4;1;3;4;5;6;6;2,92809;985,245625;2884,887862;1935,067382
07;2020;11026;01;01;04;07;108;1;08;10;114;34;1;0;0;0;0;0;11;;01;1;;6;;;;;1;6;;;;6;0;5;6;0;5;1;91,51;4;1;332,84;4;6;0;5;6;0;5;1;279,4;4;703,75;4;4;1;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;;;1;1;0;2;070;06;1;1;1;1;1;5;3;3;3;;1;1;6;3;1;313,524235;313,524235;313,524235
07;2020;07402;01;01;10;46;108;1;01;07;11;11;0;1;1;0;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;143,93;1;6;0;5;6;0;5;6;0;5;1;192,92;1;336,85;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;07;1;4;2;2;1;053;19;2;1;1;1;1;2;1;4;1;3;4;4;1;6;2,061481;165,917018;342,03478;253,975874
07;2020;07975;01;01;01;04;108;1;08;07;24;24;0;1;0;0;0;0;11;;01;6;;6;;;;;1;6;;;;6;0;5;1;86,02;2;1;78,11;1;1;246,47;1;6;0;5;6;0;5;1;232,33;1;642,93;2;2;2;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;;2;2;0;1;080;19;2;1;1;1;1;2;1;4;3;;3;2;6;3;1;153,203444;153,203444;153,203444
07;2020;08678;01;01;07;37;108;1;08;07;7;7;0;1;0;0;0;0;11;;01;6;;6;;;;;6;6;;;;6;0;5;6;0;5;1;141,61;1;1;90,51;1;6;0;5;6;0;5;1;87,89;1;320,01;1;2;1;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;2;2;0;2;031;05;4;2;1;1;1;2;1;4;1;4;3;2;1;4;1;2282,482271;2282,482271;2282,482271
07;2020;08678;02;01;05;35;108;1;01;07;5;5;0;1;0;0;0;0;03;;01;6;;6;;;;;6;6;;;;6;0;5;1;220,35;1;1;102;1;1;107,04;1;6;0;5;6;0;5;1;69,64;1;499,03;1;2;1;5;05;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;1;2;2;0;2;031;05;4;2;1;1;1;2;1;4;1;4;3;2;1;4;1;2282,482271;2282,482271;2282,482271
07;2020;11284;01;01;05;38;108;1;01;07;6;6;0;0;1;0;0;0;01;4;03;;;6;;;;;6;6;;;;6;0;5;1;333,51;1;1;114,1;1;1;164,48;1;6;0;5;6;0;5;1;111,59;1;723,68;1;6;4;6;04;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;08;1;1;1;0;2;054;05;4;2;1;1;1;2;1;2;2;;3;2;6;4;1;995,370698;995,370698;995,370698
07;2020;09976;01;01;08;16;108;1;08;02;1;1;0;1;0;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;18,81;1;1;16,5;1;6;0;5;6;0;5;1;15,36;1;50,67;1;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;2;2;0;1;057;13;1;1;1;1;1;2;1;2;1;3;3;2;6;3;1;3528,374029;3528,374029;3528,374029
07;2020;08452;01;01;06;39;108;1;02;07;10;10;1;0;0;0;0;0;01;4;05;;;6;;;;;6;6;;;;6;0;5;1;905,71;1;1;159,29;1;1;177,14;1;1;37,44;1;6;0;5;1;155,99;1;1435,57;1;;;3;03;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;08;6;1;1;0;1;058;13;1;1;1;1;1;1;3;4;4;;1;1;6;6;1;600,228257;600,228257;600,228257
07;2020;08452;02;01;07;09;108;1;02;02;1;1;0;0;0;0;1;0;01;3;05;;;6;;;;;6;6;;;;6;0;5;1;65,47;1;1;82,39;1;1;63,22;1;6;0;5;6;0;5;1;39,43;1;250,51;1;;;2;03;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;07;1;1;1;0;1;058;13;1;1;1;1;1;1;3;4;4;;1;1;6;6;1;600,228257;600,228257;600,228257
07;2020;08452;03;01;14;30;108;1;01;10;4;4;0;0;0;0;1;0;01;8;05;;;6;;;;;6;6;;;;6;0;5;1;345,06;1;1;106,25;1;1;85,85;1;6;0;5;6;0;5;1;63,36;1;600,52;1;;;3;03;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;08;6;1;1;0;1;058;13;1;1;1;1;1;1;3;4;4;;1;1;6;6;1;600,228257;600,228257;600,228257
07;2020;10700;01;01;13;28;108;1;15;02;1;1;1;0;0;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;6,82;1;1;19,14;1;6;0;5;6;0;5;6;0;5;25,96;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;1;0;2;058;13;1;1;1;1;1;2;1;2;3;;3;2;6;2;1;3716,490167;3716,490167;3716,490167
07;2020;04189;02;01;10;46;108;1;07;02;2;2;0;0;1;0;0;0;05;;05;;;6;;;;;6;6;;;;6;0;5;1;61,47;1;1;26,69;1;6;0;5;6;0;5;6;0;5;1;45,14;1;133,3;1;;;3;07;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;09;6;1;1;0;2;062;10;1;1;1;1;1;4;3;4;1;3;1;1;6;4;1;864,615766;864,615766;864,615766
07;2020;06384;01;01;13;28;108;1;03;07;7;7;0;1;0;0;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;15,16;1;1;52,86;1;6;0;5;6;0;5;1;53,17;1;121,19;1;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08;1;2;2;0;1;066;13;1;1;1;1;1;2;1;4;3;;3;2;1;6;1;1552,001413;1552,001413;1552,001413
07;2020;06384;01;02;13;28;108;1;03;07;7;7;0;1;0;0;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;15,16;1;1;52,86;1;6;0;5;6;0;5;1;53,17;1;121,19;1;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08;1;2;2;0;1;066;13;1;1;1;1;1;2;1;4;3;;3;2;1;6;1;1552,001413;1552,001413;1552,001413
07;2020;02631;01;01;02;22;108;1;03;07;7;7;0;1;1;0;0;0;03;;05;;;6;;;;;6;6;;;;6;0;5;1;385,05;1;1;63,19;1;1;96,11;1;1;17,09;1;6;0;5;1;62,66;1;624,1;1;;;5;05;;;;;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09;6;3;2;1;2;055;13;1;1;1;2;2;2;1;4;1;3;4;4;6;6;1,566681;2264,271196;3547,390662;2905,830871
07;2020;03997;01;01;08;19;108;1;08;07;23;23;0;0;1;1;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;16,65;2;1;167,36;1;6;0;5;6;0;5;1;155,14;1;339,15;2;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;1;0;2;075;13;1;1;1;1;1;5;3;4;3;;1;1;6;3;1;1004,926641;1004,926641;1004,926641
07;2020;01444;01;01;07;05;108;1;03;07;13;13;0;1;1;1;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;26,82;1;1;85,14;1;6;0;5;6;0;5;1;108,99;1;220,95;1;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;08;1;3;3;0;1;059;13;1;1;1;1;1;2;1;2;1;3;4;3;1;5;1;6778,006878;6778,006878;6778,006878
07;2020;05792;01;01;13;28;108;1;07;02;2;2;0;1;1;0;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;14,16;1;6;0;5;6;0;5;6;0;5;1;37,7;1;51,86;1;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05;1;4;3;1;2;046;13;1;1;1;1;1;2;1;4;1;4;4;4;1;4;1,377787;2423,098161;3338,513146;2880,806332
07;2020;05792;01;02;13;28;108;1;07;02;2;2;0;1;1;0;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;14,16;1;6;0;5;6;0;5;6;0;5;1;37,7;1;51,86;1;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05;1;4;3;1;2;046;13;1;1;1;1;1;2;1;4;1;4;4;4;1;4;1,377787;2423,098161;3338,513146;2880,806332
