MES;ANYO;IDSEC;ORDEN_VIAJE;ORDEN_REP;CCAADEST;PROVDEST;PAISDEST;DESTESP;MOTIV;TIPOVIAJ;NPERNOC;NPERNOC_CORR;VIAJA_SOLO;VIAJA_PAREJA;VIAJA_HIJOS;VIAJA_OTROSFAMILIARES;VIAJA_AMIGOS;VIAJA_COMPTRABAJO;ALOJAPRIN;NESTR_PPAL;TRANSPRIN;LOW_COST;AVE;PAQUETE;PAQ_TRANSP;PAQ_ALOJA;PAQ_COMBEB;PAQ_ACT;BLOQUE_ETAPAS;IMPU_PARCIAL;PAGO_ALOJA;PAGO_TRANS;PAGO_MANUT;GASTO_PAQ;GASTOFI_PAQ;IGASTOFI_PAQ;GASTO_ALOJA;GASTOFI_ALOJA;IGASTOFI_ALOJA;GASTO_TRANS;GASTOFI_TRANS;IGASTOFI_TRANS;GASTO_BAREST;GASTOFI_BAREST;IGASTOFI_BAREST;GASTO_ACT;GASTOFI_ACT;IGASTOFI_ACT;GASTO_BIENDUR;GASTOFI_BIENDUR;IGASTOFI_BIENDUR;GASTO_RESTO;GASTOFI_RESTO;IGASTOFI_RESTO;GASTOFI_TOTAL;IGASTOFI_TOTAL;ANT_TRANSP;RESERV_TRANSP;ANT_ALOJA;RESERV_ALOJA;PPAL_TRANSP_PAQ;PPAL_ALOJA_PAQ;ANT_PAQ;RESERV_PAQ;ACTI_GOLF;ACTI_DEPOR;ACTI_NAVEGA;ACTI_OTROSNAUTICOS;ACTI_CAZA;ACTI_SENDER;ACTI_AVENTURA;ACTI_CABALLO;ACTI_OTROSDEPORTES;ACTI_ESPECDEPOR;ACTI_VISITASCULTU;ACTI_ESPECULTU;ACTI_OTRASCULTU;ACTI_CIUDADES;ACTI_RURALES;ACTI_TEMATICOS;ACTI_RELAX;ACTI_JUEGOS;ACTI_GASTRO;ACTI_DIVER;ACTI_RELIGION;ACTI_CONGRESOS;ACTI_AREASNATU;ACTI_PLAYA;ACTI_FAMILIA;ACTI_COMPRAS;GRADO_SATISF;FIDELIDAD_DEST;MIEMV;MIEMV_15MAS;MIEMV_15MENOS;SEXO;EDAD;CCAA_RESIDENCIA;TAMAMU;URBA;PAISNAC;NACION;PAISNACIO;ECIVIL;CONV;NIVELEST;RELAECON;SITPROF;TIPHOGAR;MH;VIVSEC;INGR_HOG;CORR15_VT;FACTORVI_15MAS;FACTORVI_TOT;FACTORGAS_TOT
01;2019;11657;01;01;16;48;108;1;08;08;1;1;0;0;0;0;1;0;11;;09;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;1,5;1;1;9,63;1;6;0;5;6;0;5;1;11,11;2;22,24;2;1;2;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;;1;1;0;1;017;16;5;3;1;3;2;1;3;2;4;;4;4;6;4;1;1094,875287;1094,875287;1094,875287
01;2019;14521;01;01;00;00;001;6;05;02;2;2;0;1;1;0;0;0;03;;05;;;6;;;;;6;6;;;;6;0;5;1;91,35;1;1;44,91;1;1;56,19;1;1;45,53;1;6;0;5;6;0;5;237,98;1;;;5;05;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09;1;4;2;2;2;044;02;5;3;1;1;1;2;1;4;1;3;4;4;6;3;2,188263;1554,918846;3402,571379;2478,746029
01;2019;00452;01;01;02;50;108;1;08;08;1;1;0;1;1;0;0;0;11;;10;;6;6;;;;;6;6;;;;6;0;5;6;0;5;1;56,82;1;6;0;5;6;0;5;6;0;5;6;0;5;56,82;1;1;2;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;4;2;2;2;046;02;5;3;1;1;1;2;1;4;4;;4;4;6;2;2,188263;1940,222898;4245,717979;3092,971582
01;2019;06558;01;01;00;00;003;6;08;08;9;9;0;1;0;0;0;0;11;;01;8;;6;;;;;6;6;;;;6;0;5;1;245,69;2;1;844,85;2;1;162,12;2;6;0;5;6;0;5;1;212,07;2;1464,73;2;6;1;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;;;2;2;0;2;037;02;5;3;1;1;1;2;1;4;1;3;3;2;6;3;1;1876,28968;1876,28968;1876,28968
01;2019;06558;02;01;02;50;108;1;08;02;1;1;1;0;0;0;0;0;11;;10;;6;6;;;;;6;6;;;;6;0;5;6;0;5;1;52,16;1;6;0;5;6;0;5;6;0;5;6;0;5;52,16;1;1;2;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;1;0;2;037;02;5;3;1;1;1;2;1;4;1;3;3;2;6;3;1;1876,28968;1876,28968;1876,28968
01;2019;03003;01;01;09;43;108;1;07;08;2;2;0;1;1;0;0;0;01;4;05;;;1;6;1;1;1;6;6;;;;1;117;1;1;48,6;2;1;34,52;1;1;62,69;1;1;26,8;2;6;0;5;1;27,51;1;317,12;2;;;;;;1;4;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;1;3;2;1;1;043;10;1;1;1;1;1;2;1;4;1;1;4;3;1;5;1,702162;3914,898582;6663,7916;5289,3446
01;2019;06579;01;01;02;44;108;1;08;08;17;17;0;1;1;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;16,68;1;1;108,59;1;6;0;5;6;0;5;1;95,68;1;220,95;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;;;3;3;0;2;054;02;5;2;1;1;1;2;1;2;4;;4;3;6;3;1;3035,96395;3035,96395;3035,96395
01;2019;05600;02;01;02;44;108;1;09;08;1;1;1;0;0;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;9,23;1;1;9,99;1;6;0;5;6;0;5;1;32,17;1;51,39;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;10;1;1;1;0;2;059;02;5;2;1;1;1;3;3;2;4;;2;2;1;1;1;1149,786726;1149,786726;1149,786726
01;2019;00132;02;01;02;44;108;1;03;08;4;4;0;1;1;0;1;0;05;;05;;;6;;;;;6;6;;;;6;0;5;1;61,51;1;1;17,02;1;1;40,18;1;6;0;5;6;0;5;1;31,02;1;149,73;1;;;5;02;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;10;6;4;2;2;1;030;02;5;2;1;1;1;2;1;2;1;3;4;4;6;4;2,188263;4438,417182;9712,424098;7075,423256
01;2019;10021;01;05;02;50;108;1;17;06;5;5;;;;;;;11;;10;;6;;;;;;6;6;;2;2;;0;5;6;0;5;1;24,71;2;1;45,38;2;6;0;5;6;0;5;1;46,66;2;116,75;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;2;052;02;5;2;1;1;1;2;1;2;1;4;4;4;6;3;1;3017,782116;3017,782116;3017,782116
