MES;ANYO;IDSEC;ORDEN_VIAJE;ORDEN_REP;CCAADEST;PROVDEST;PAISDEST;DESTESP;MOTIV;TIPOVIAJ;NPERNOC;NPERNOC_CORR;VIAJA_SOLO;VIAJA_PAREJA;VIAJA_HIJOS;VIAJA_OTROSFAMILIARES;VIAJA_AMIGOS;VIAJA_COMPTRABAJO;ALOJAPRIN;NESTR_PPAL;TRANSPRIN;LOW_COST;AVE;PAQUETE;PAQ_TRANSP;PAQ_ALOJA;PAQ_COMBEB;PAQ_ACT;BLOQUE_ETAPAS;IMPU_PARCIAL;PAGO_ALOJA;PAGO_TRANS;PAGO_MANUT;GASTO_PAQ;GASTOFI_PAQ;IGASTOFI_PAQ;GASTO_ALOJA;GASTOFI_ALOJA;IGASTOFI_ALOJA;GASTO_TRANS;GASTOFI_TRANS;IGASTOFI_TRANS;GASTO_BAREST;GASTOFI_BAREST;IGASTOFI_BAREST;GASTO_ACT;GASTOFI_ACT;IGASTOFI_ACT;GASTO_BIENDUR;GASTOFI_BIENDUR;IGASTOFI_BIENDUR;GASTO_RESTO;GASTOFI_RESTO;IGASTOFI_RESTO;GASTOFI_TOTAL;IGASTOFI_TOTAL;ANT_TRANSP;RESERV_TRANSP;ANT_ALOJA;RESERV_ALOJA;PPAL_TRANSP_PAQ;PPAL_ALOJA_PAQ;ANT_PAQ;RESERV_PAQ;ACTI_GOLF;ACTI_DEPOR;ACTI_NAVEGA;ACTI_OTROSNAUTICOS;ACTI_CAZA;ACTI_SENDER;ACTI_AVENTURA;ACTI_CABALLO;ACTI_OTROSDEPORTES;ACTI_ESPECDEPOR;ACTI_VISITASCULTU;ACTI_ESPECULTU;ACTI_OTRASCULTU;ACTI_CIUDADES;ACTI_RURALES;ACTI_TEMATICOS;ACTI_RELAX;ACTI_JUEGOS;ACTI_GASTRO;ACTI_DIVER;ACTI_RELIGION;ACTI_CONGRESOS;ACTI_AREASNATU;ACTI_PLAYA;ACTI_FAMILIA;ACTI_COMPRAS;GRADO_SATISF;FIDELIDAD_DEST;MIEMV;MIEMV_15MAS;MIEMV_15MENOS;SEXO;EDAD;CCAA_RESIDENCIA;TAMAMU;URBA;PAISNAC;NACION;PAISNACIO;ECIVIL;CONV;NIVELEST;RELAECON;SITPROF;TIPHOGAR;MH;VIVSEC;INGR_HOG;CORR15_VT;FACTORVI_15MAS;FACTORVI_TOT;FACTORGAS_TOT
03;2021;15047;01;01;16;48;108;1;02;02;1;1;0;1;1;0;0;0;01;3;05;;;6;;;;;6;6;;;;6;0;5;1;79,94;1;1;22,36;1;1;60,97;1;6;0;5;6;0;5;6;0;5;163,27;1;;;2;02;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;08;1;3;2;1;1;041;16;1;1;2;2;2;1;2;3;1;3;4;3;6;4;1,676845;1825,708984;3061,430981;2443,569919
03;2021;10621;01;01;06;39;108;1;15;10;4;4;1;0;0;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;48,99;1;1;93,03;1;6;0;5;6;0;5;6;0;5;142,02;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;1;0;1;032;16;1;1;1;1;1;1;3;4;1;3;1;1;6;3;1;756,789257;756,789257;756,789257
03;2021;02202;01;01;09;43;108;1;03;02;3;3;0;1;1;0;0;0;07;;05;;;6;;;;;6;6;;;;6;0;5;1;60,53;1;1;6,53;1;1;37,58;1;1;14,13;1;6;0;5;1;21,19;1;139,96;1;;;2;01;;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09;1;3;2;1;1;040;09;3;2;1;1;1;1;2;4;1;3;4;3;6;5;1,735198;2506,945899;4350,04751;3428,498645
03;2021;02202;02;01;09;43;108;1;03;10;2;2;0;1;1;1;0;0;07;;05;;;6;;;;;6;6;;;;6;0;5;1;67,65;1;1;9,66;1;1;38,45;1;6;0;5;6;0;5;1;29,59;1;145,35;1;;;3;01;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09;1;3;2;1;1;040;09;3;2;1;1;1;1;2;4;1;3;4;3;6;5;1,735198;2506,945899;4350,04751;3428,498645
03;2021;05348;01;01;00;00;001;6;07;10;3;3;0;1;0;0;0;0;01;4;05;;;6;;;;;6;6;;;;6;0;5;1;168,6;1;1;97,59;1;6;0;5;6;0;5;6;0;5;1;73,3;1;339,49;1;;;2;01;;;;;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;08;1;1;1;0;1;029;13;1;1;1;1;1;1;3;4;1;4;4;3;6;4;1;2386,88605;2386,88605;2386,88605
03;2021;17584;01;01;01;14;108;1;12;10;2;2;0;1;0;0;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;16,97;1;1;31,66;1;6;0;5;6;0;5;6;0;5;48,63;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;1;069;01;5;3;1;1;1;2;1;2;3;;3;2;1;3;1;997,511663;997,511663;997,511663
03;2021;17584;01;02;01;14;108;1;12;10;2;2;0;1;0;0;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;16,97;1;1;31,66;1;6;0;5;6;0;5;6;0;5;48,63;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;1;069;01;5;3;1;1;1;2;1;2;3;;3;2;1;3;1;997,511663;997,511663;997,511663
03;2021;13578;01;02;06;39;108;1;07;02;2;2;0;1;0;0;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;15,77;1;6;0;5;6;0;5;6;0;5;1;34,82;1;50,59;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;08;1;2;2;0;2;072;06;1;1;1;1;1;2;1;4;3;;4;4;1;3;1;1028,856062;1028,856062;1028,856062
03;2021;13578;01;03;06;39;108;1;07;02;2;2;0;1;0;0;0;0;10;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;15,77;1;6;0;5;6;0;5;6;0;5;1;34,82;1;50,59;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;08;1;2;2;0;2;072;06;1;1;1;1;1;2;1;4;3;;4;4;1;3;1;1028,856062;1028,856062;1028,856062
03;2021;04936;01;03;16;20;108;1;08;02;2;2;1;0;0;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;27,02;1;6;0;5;6;0;5;6;0;5;1;54,4;1;81,42;1;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;;;1;1;0;1;017;06;1;1;1;1;1;1;3;2;4;;2;3;6;2;1;1059,774408;1059,774408;1059,774408
