MES;ANYO;IDSEC;ORDEN_VIAJE;ORDEN_REP;CCAADEST;PROVDEST;PAISDEST;DESTESP;MOTIV;TIPOVIAJ;NPERNOC;NPERNOC_CORR;VIAJA_SOLO;VIAJA_PAREJA;VIAJA_HIJOS;VIAJA_OTROSFAMILIARES;VIAJA_AMIGOS;VIAJA_COMPTRABAJO;ALOJAPRIN;NESTR_PPAL;TRANSPRIN;LOW_COST;AVE;PAQUETE;PAQ_TRANSP;PAQ_ALOJA;PAQ_COMBEB;PAQ_ACT;BLOQUE_ETAPAS;IMPU_PARCIAL;PAGO_ALOJA;PAGO_TRANS;PAGO_MANUT;GASTO_PAQ;GASTOFI_PAQ;IGASTOFI_PAQ;GASTO_ALOJA;GASTOFI_ALOJA;IGASTOFI_ALOJA;GASTO_TRANS;GASTOFI_TRANS;IGASTOFI_TRANS;GASTO_BAREST;GASTOFI_BAREST;IGASTOFI_BAREST;GASTO_ACT;GASTOFI_ACT;IGASTOFI_ACT;GASTO_BIENDUR;GASTOFI_BIENDUR;IGASTOFI_BIENDUR;GASTO_RESTO;GASTOFI_RESTO;IGASTOFI_RESTO;GASTOFI_TOTAL;IGASTOFI_TOTAL;ANT_TRANSP;RESERV_TRANSP;ANT_ALOJA;RESERV_ALOJA;PPAL_TRANSP_PAQ;PPAL_ALOJA_PAQ;ANT_PAQ;RESERV_PAQ;ACTI_GOLF;ACTI_DEPOR;ACTI_NAVEGA;ACTI_OTROSNAUTICOS;ACTI_CAZA;ACTI_SENDER;ACTI_AVENTURA;ACTI_CABALLO;ACTI_OTROSDEPORTES;ACTI_ESPECDEPOR;ACTI_VISITASCULTU;ACTI_ESPECULTU;ACTI_OTRASCULTU;ACTI_CIUDADES;ACTI_RURALES;ACTI_TEMATICOS;ACTI_RELAX;ACTI_JUEGOS;ACTI_GASTRO;ACTI_DIVER;ACTI_RELIGION;ACTI_CONGRESOS;ACTI_AREASNATU;ACTI_PLAYA;ACTI_FAMILIA;ACTI_COMPRAS;GRADO_SATISF;FIDELIDAD_DEST;MIEMV;MIEMV_15MAS;MIEMV_15MENOS;SEXO;EDAD;CCAA_RESIDENCIA;TAMAMU;URBA;PAISNAC;NACION;PAISNACIO;ECIVIL;CONV;NIVELEST;RELAECON;SITPROF;TIPHOGAR;MH;VIVSEC;INGR_HOG;CORR15_VT;FACTORVI_15MAS;FACTORVI_TOT;FACTORGAS_TOT
04;2020;00073;01;01;16;48;108;1;08;10;114;33;1;0;0;0;0;0;11;;01;1;;6;;;;;6;6;;;;6;0;5;6;0;5;1;95,01;4;1;323,64;4;1;29,98;4;6;0;5;1;249,83;4;698,46;4;3;1;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;1;0;2;071;01;2;2;1;1;1;4;3;2;3;;1;1;6;3;1;3315,002162;3315,002162;3315,002162
04;2020;00083;01;01;04;07;108;1;08;02;2;2;0;0;0;1;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;10,04;1;6;0;5;6;0;5;6;0;5;1;34,56;1;44,6;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;3;2;1;2;019;04;3;2;1;1;1;1;3;3;4;;2;4;6;4;3,143027;1374,23308;4319,251675;2846,741032
04;2020;00083;01;04;04;07;108;1;08;02;2;2;0;0;0;1;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;10,04;1;6;0;5;6;0;5;6;0;5;1;34,56;1;44,6;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;3;2;1;2;019;04;3;2;1;1;1;1;3;3;4;;2;4;6;4;3,143027;1374,23308;4319,251675;2846,741032
04;2020;00083;01;03;04;07;108;1;08;02;2;2;0;0;0;1;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;10,04;1;6;0;5;6;0;5;6;0;5;1;34,56;1;44,6;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;3;2;1;2;019;04;3;2;1;1;1;1;3;3;4;;2;4;6;4;3,143027;1374,23308;4319,251675;2846,741032
04;2020;00083;01;02;04;07;108;1;08;09;2;2;0;0;0;1;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;10,04;1;6;0;5;6;0;5;6;0;5;1;34,56;1;44,6;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;3;2;1;2;019;04;3;2;1;1;1;1;3;3;4;;2;4;6;4;3,143027;1374,23308;4319,251675;2846,741032
04;2020;00236;01;05;05;38;108;1;08;02;2;2;1;0;0;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;20,3;1;6;0;5;6;0;5;6;0;5;1;56,53;2;76,83;2;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;1;0;1;052;05;1;1;1;1;1;1;3;4;1;3;1;1;6;3;1;744,91894;744,91894;744,91894
04;2020;00236;01;08;05;38;108;1;08;02;2;2;1;0;0;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;20,3;1;6;0;5;6;0;5;6;0;5;1;56,53;2;76,83;2;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;1;0;1;052;05;1;1;1;1;1;1;3;4;1;3;1;1;6;3;1;744,91894;744,91894;744,91894
04;2020;00236;01;07;05;38;108;1;08;02;2;2;1;0;0;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;20,3;1;6;0;5;6;0;5;6;0;5;1;56,53;2;76,83;2;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;1;0;1;052;05;1;1;1;1;1;1;3;4;1;3;1;1;6;3;1;744,91894;744,91894;744,91894
04;2020;00236;01;06;05;38;108;1;08;09;2;2;1;0;0;0;0;0;11;;05;;;6;;;;;6;6;;;;6;0;5;6;0;5;1;20,3;1;6;0;5;6;0;5;6;0;5;1;56,53;2;76,83;2;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;1;0;1;052;05;1;1;1;1;1;1;3;4;1;3;1;1;6;3;1;744,91894;744,91894;744,91894
04;2020;00289;01;01;06;39;108;1;17;06;5;5;;;;;;;11;;05;;;;;;;;6;6;;2;2;;0;5;6;0;5;1;11,12;1;6;0;5;6;0;5;6;0;5;1;91,09;1;102,21;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;038;06;5;3;1;1;1;2;1;3;1;3;4;3;6;3;5,286055;852,37875;4505,720953;2679,04761
